short_name,value_eur,overall,player_positions,pace,shooting,passing,dribbling,defending,physic,nationality
R. Healey,525000,63,ST,74.0,64.0,48.0,63.0,28.0,54.0,England
J. Blåbjerg,450000,63,CB,69.0,40.0,50.0,60.0,63.0,65.0,Denmark
R. Haynes,450000,63,LB,77.0,52.0,59.0,63.0,59.0,61.0,England
M. Pinnock,500000,63,RM,74.0,57.0,59.0,64.0,31.0,61.0,England
A. Madrid,500000,63,CM,70.0,48.0,63.0,64.0,58.0,64.0,Chile
C. Burgess,450000,63,CB,45.0,28.0,41.0,40.0,62.0,71.0,Australia
A. Sharahili,450000,63,CB,66.0,29.0,42.0,57.0,60.0,71.0,Saudi Arabia
B. Whitfield,500000,63,RM,71.0,57.0,61.0,67.0,36.0,46.0,England
Seo Myeong Won,500000,63,RM,73.0,57.0,61.0,64.0,26.0,56.0,Korea Republic
D. Granli,450000,63,CB,64.0,48.0,57.0,58.0,62.0,68.0,Norway
D. Slamar,450000,63,CB,52.0,25.0,41.0,44.0,61.0,68.0,Germany
K. Burger,450000,63,LB,59.0,27.0,52.0,54.0,64.0,70.0,Germany
J. Brinch,450000,63,RB,72.0,28.0,50.0,51.0,64.0,69.0,Denmark
M. Maruoka,500000,63,CAM,67.0,48.0,59.0,73.0,28.0,41.0,Japan
A. Iacovitti,450000,63,CB,69.0,34.0,49.0,52.0,60.0,73.0,Scotland
Kim Gun Hee,525000,63,ST,72.0,60.0,53.0,60.0,35.0,66.0,Korea Republic
J. Augustinsson,450000,63,LB,76.0,36.0,59.0,59.0,56.0,68.0,Sweden
H. Demir,500000,63,CM,63.0,52.0,62.0,63.0,46.0,66.0,Turkey
I. Sapała,450000,63,CDM,61.0,37.0,56.0,58.0,56.0,74.0,Poland
A. Masuyama,500000,63,RW,81.0,51.0,54.0,65.0,23.0,52.0,Japan
M. Marcjanik,450000,63,CB,57.0,42.0,46.0,53.0,63.0,66.0,Poland
I. Vujica,450000,63,LB,72.0,33.0,53.0,64.0,61.0,66.0,Australia
S. Shome,500000,63,CM,70.0,52.0,59.0,63.0,60.0,69.0,Canada
R. Guder,500000,63,RM,85.0,62.0,51.0,65.0,25.0,68.0,Germany
D. Rasak,450000,63,CDM,66.0,45.0,56.0,61.0,61.0,69.0,Poland
F. Olivera,450000,63,RB,79.0,47.0,54.0,51.0,60.0,72.0,Uruguay
I. Wadji,525000,63,ST,88.0,59.0,51.0,66.0,26.0,61.0,Senegal
F. Bin Jamayah,500000,63,RM,74.0,56.0,63.0,63.0,37.0,40.0,Saudi Arabia
Huang Zichang,500000,63,RM,84.0,54.0,56.0,65.0,41.0,51.0,China PR
A. Ståhl,500000,63,LM,71.0,57.0,57.0,63.0,35.0,57.0,Sweden
H. Löfkvist,450000,63,CB,65.0,34.0,53.0,58.0,60.0,68.0,Sweden
Li Shuai,450000,63,LB,71.0,27.0,44.0,54.0,60.0,66.0,China PR
M. Moro,500000,63,RM,82.0,53.0,54.0,65.0,33.0,53.0,Ghana
D. Popa,525000,63,ST,58.0,61.0,38.0,62.0,20.0,79.0,Romania
K. Nishizawa,500000,63,LM,70.0,52.0,60.0,64.0,29.0,57.0,Japan
A. Kadlec,450000,63,RB,72.0,36.0,52.0,58.0,59.0,63.0,Slovakia
N. Baggerman,475000,63,CDM,65.0,52.0,56.0,60.0,61.0,65.0,Netherlands
Lapeña,450000,63,CDM,67.0,35.0,54.0,67.0,59.0,59.0,Spain
Marcinho,500000,63,RW,73.0,62.0,51.0,69.0,31.0,56.0,Brazil
G. Williams,425000,63,CB,72.0,26.0,56.0,62.0,60.0,69.0,England
J. Hammar,450000,63,CB,33.0,34.0,46.0,38.0,60.0,73.0,Sweden
B. Heneghan,450000,63,CB,44.0,24.0,40.0,41.0,60.0,68.0,England
K. Ntlhe,425000,63,LB,76.0,33.0,51.0,59.0,58.0,66.0,South Africa
F. Helstrup,425000,63,CB,66.0,28.0,45.0,51.0,60.0,73.0,Denmark
L. Erwin,500000,63,ST,67.0,61.0,50.0,61.0,27.0,64.0,Scotland
L. Hendrie,425000,63,RWB,71.0,35.0,55.0,59.0,60.0,66.0,England
N. Brandenburger,450000,63,CDM,66.0,43.0,53.0,55.0,63.0,76.0,Germany
B. Morris,475000,63,CM,69.0,51.0,57.0,63.0,61.0,70.0,England
H. Boateng,475000,63,CM,69.0,50.0,60.0,65.0,60.0,74.0,England
T. Gomelt,475000,63,CM,69.0,63.0,63.0,67.0,46.0,57.0,Croatia
F. Michel,450000,63,CDM,58.0,49.0,57.0,60.0,60.0,72.0,Lebanon
J. Bunney,425000,63,LB,68.0,58.0,62.0,57.0,58.0,72.0,England
A. Madu,450000,63,CB,40.0,26.0,41.0,36.0,61.0,75.0,Saudi Arabia
A. Gilliead,500000,63,RM,81.0,55.0,55.0,64.0,28.0,59.0,England
H. Lennon,450000,63,CB,66.0,26.0,36.0,46.0,63.0,69.0,England
P. Olsen,475000,63,CM,62.0,43.0,63.0,63.0,45.0,65.0,Denmark
D. Mazzocco,475000,63,CM,66.0,53.0,63.0,62.0,57.0,65.0,Italy
Y. Kaabouni,500000,63,CAM,68.0,52.0,61.0,64.0,46.0,56.0,France
J. Horsfield,425000,63,RB,64.0,50.0,60.0,62.0,60.0,66.0,England
Calderón,500000,63,RW,68.0,58.0,59.0,67.0,32.0,36.0,Spain
A. Torralvo,425000,63,LB,76.0,38.0,57.0,63.0,56.0,50.0,Colombia
Kim Dae Jung,425000,63,CB,41.0,43.0,43.0,49.0,60.0,73.0,Korea Republic
A. Samuel,500000,63,ST,80.0,59.0,48.0,64.0,22.0,66.0,Wales
M. Egho,500000,63,ST,76.0,58.0,53.0,64.0,37.0,64.0,Austria
B. Gschweidl,500000,63,ST,71.0,61.0,41.0,60.0,22.0,65.0,Austria
O. Aydoğan,500000,63,CAM,66.0,62.0,60.0,69.0,23.0,49.0,Germany
Wang Jinxian,500000,63,RM,70.0,42.0,56.0,68.0,47.0,58.0,China PR
S. D'Almeida,475000,63,CM,77.0,53.0,56.0,64.0,61.0,80.0,Benin
F. Anselmo,500000,63,ST,48.0,64.0,44.0,57.0,26.0,61.0,Argentina
D. Payne,425000,63,RB,75.0,37.0,51.0,61.0,60.0,65.0,United States
J. Yates,500000,63,ST,68.0,63.0,44.0,63.0,29.0,64.0,England
C. Zock,450000,63,CDM,70.0,58.0,62.0,60.0,60.0,74.0,Cameroon
D. Hümmet,500000,63,ST,60.0,63.0,50.0,57.0,28.0,71.0,Turkey
A. Jakobsen,475000,63,CM,73.0,59.0,62.0,75.0,44.0,62.0,Egypt
F. Krogstad,475000,63,CM,65.0,54.0,63.0,62.0,54.0,68.0,Norway
N. Antonov,425000,63,LB,76.0,45.0,52.0,62.0,60.0,69.0,Serbia
A. Hazazi,450000,63,CDM,65.0,44.0,58.0,63.0,60.0,67.0,Saudi Arabia
C. Maghoma,450000,63,CB,50.0,32.0,41.0,36.0,62.0,75.0,DR Congo
Olaortua,450000,63,CB,63.0,31.0,40.0,41.0,64.0,62.0,Spain
R. Laryea,425000,63,RB,77.0,55.0,58.0,64.0,58.0,60.0,Canada
M. Sanoh,500000,63,RM,84.0,57.0,52.0,69.0,29.0,68.0,Netherlands
K. Yoshino,450000,63,CB,66.0,23.0,39.0,35.0,62.0,71.0,Japan
A. Al Suwat,500000,63,CAM,65.0,60.0,59.0,66.0,44.0,60.0,Saudi Arabia
Y. Nakasaka,500000,63,RM,73.0,52.0,61.0,61.0,42.0,59.0,Japan
D. Stec,425000,63,RB,73.0,48.0,55.0,64.0,59.0,61.0,Austria
A. Porcino,500000,63,LM,75.0,33.0,54.0,67.0,55.0,54.0,Italy
Tang Shi,500000,63,RM,83.0,59.0,56.0,64.0,30.0,57.0,China PR
T. Rocha,425000,63,LB,68.0,56.0,56.0,61.0,61.0,69.0,United States
O. Alseth,425000,63,RB,73.0,42.0,47.0,58.0,61.0,72.0,Norway
L. Schnellbacher,500000,63,ST,77.0,61.0,48.0,67.0,25.0,57.0,Germany
A. Odabas,450000,63,CB,70.0,24.0,42.0,40.0,61.0,67.0,Germany
H. El-Helwe,500000,63,CF,75.0,59.0,56.0,70.0,34.0,62.0,Lebanon
D. Bock,500000,63,RM,72.0,58.0,57.0,63.0,40.0,62.0,Germany
A. Mayorga,425000,63,LB,71.0,50.0,60.0,59.0,64.0,60.0,Mexico
S. Furtado,425000,63,RB,76.0,46.0,59.0,64.0,56.0,50.0,France
M. Grösch,450000,63,CB,58.0,23.0,39.0,36.0,63.0,73.0,Germany
M. Miller,500000,63,ST,73.0,62.0,44.0,62.0,20.0,58.0,England
J. Scherzer,425000,63,LB,65.0,33.0,50.0,62.0,62.0,67.0,Austria
H. Rashidi,425000,63,LWB,76.0,58.0,59.0,65.0,58.0,61.0,Sweden
M. Kuzmanović,500000,63,LM,71.0,58.0,58.0,65.0,23.0,56.0,Bosnia Herzegovina
E. Bekiroglu,500000,63,CAM,67.0,60.0,57.0,65.0,38.0,68.0,Germany
A. Elogo,500000,63,LW,83.0,59.0,52.0,70.0,32.0,58.0,Cameroon
M. Haas,425000,63,LWB,72.0,48.0,54.0,60.0,60.0,65.0,Austria
S. Pino,500000,63,ST,58.0,58.0,49.0,60.0,28.0,77.0,Chile
S. Bjørshol,425000,63,RB,74.0,25.0,51.0,60.0,58.0,69.0,Norway
S. Nnamani,500000,63,ST,62.0,62.0,57.0,59.0,36.0,73.0,Nigeria
D. Popadiuc,500000,63,LM,67.0,50.0,62.0,64.0,27.0,49.0,Romania
S. Bakari,500000,63,LW,82.0,57.0,55.0,68.0,28.0,56.0,Comoros
C. Martínez,425000,63,RB,61.0,39.0,47.0,59.0,65.0,59.0,Dominican Republic
S. Shimada,500000,63,RM,73.0,62.0,60.0,64.0,49.0,54.0,Japan
S. Murray,475000,63,CM,67.0,60.0,64.0,64.0,47.0,61.0,Republic of Ireland
M. Mandron,500000,63,ST,60.0,60.0,52.0,63.0,44.0,77.0,France
I. Touray,425000,63,LWB,81.0,41.0,54.0,60.0,57.0,64.0,Gambia
P. Digby,425000,63,CDM,68.0,50.0,57.0,55.0,61.0,73.0,England
M. Ovenstad,475000,63,CM,71.0,59.0,62.0,62.0,53.0,66.0,Norway
G. Arokoyo,425000,63,CB,52.0,32.0,44.0,39.0,62.0,71.0,Nigeria
A. Kuen,475000,63,LM,66.0,56.0,62.0,67.0,37.0,53.0,Austria
G. Leigh,425000,63,LB,78.0,46.0,52.0,61.0,62.0,66.0,England
K. Angielski,500000,63,ST,70.0,63.0,56.0,65.0,26.0,53.0,Poland
K. Kinoshita,500000,63,ST,63.0,62.0,48.0,62.0,24.0,70.0,Japan
M. Ferrier,500000,63,ST,87.0,60.0,49.0,63.0,24.0,75.0,England
K. Junker,475000,63,ST,79.0,59.0,46.0,64.0,25.0,64.0,Denmark
S. Tanser,425000,63,LB,73.0,47.0,60.0,63.0,59.0,60.0,England
M. Qasem,425000,63,LB,73.0,56.0,54.0,68.0,57.0,74.0,Saudi Arabia
D. Whitehead,475000,63,CM,72.0,58.0,60.0,64.0,53.0,61.0,England
T. Conlon,475000,63,CM,63.0,50.0,62.0,65.0,56.0,66.0,England
M. Ridenton,425000,63,CDM,67.0,55.0,63.0,57.0,57.0,68.0,New Zealand
R. Lopes Cabral,425000,63,RB,79.0,41.0,55.0,65.0,59.0,62.0,Netherlands
F. Fumu Tamuzo,475000,63,RM,91.0,59.0,49.0,68.0,32.0,57.0,France
M. Burgess,475000,63,CAM,78.0,56.0,57.0,64.0,39.0,66.0,Australia
M. Jadama,425000,63,CB,49.0,32.0,42.0,47.0,61.0,72.0,Gambia
Jeon Min Gwang,425000,63,CB,70.0,51.0,57.0,54.0,59.0,74.0,Korea Republic
M. Rasner,475000,63,CM,63.0,60.0,57.0,66.0,59.0,61.0,Austria
J. Karlsson,500000,63,ST,79.0,61.0,50.0,74.0,28.0,46.0,Sweden
Han Pengfei,425000,63,CB,43.0,51.0,53.0,56.0,61.0,78.0,China PR
K. Kozuka,500000,63,CF,77.0,53.0,66.0,67.0,41.0,59.0,Japan
Lee Dong Su,475000,63,CM,57.0,45.0,56.0,61.0,60.0,67.0,Korea Republic
D. Petrovic,425000,63,CB,47.0,29.0,42.0,42.0,62.0,69.0,Serbia
M. Bilir,425000,63,CDM,62.0,38.0,56.0,60.0,60.0,68.0,Turkey
S. Yajima,475000,63,CM,69.0,56.0,64.0,64.0,42.0,64.0,Japan
Y. Kimoto,425000,63,CB,60.0,40.0,51.0,47.0,62.0,71.0,Japan
R. Sawakami,475000,63,ST,70.0,62.0,49.0,55.0,27.0,73.0,Japan
J. Schneider,475000,63,ST,83.0,62.0,45.0,66.0,24.0,64.0,Germany
M. Fritz,425000,63,CB,56.0,41.0,47.0,47.0,61.0,75.0,Germany
J. Gordon,500000,63,ST,78.0,59.0,55.0,64.0,45.0,76.0,England
A. Kovačević,425000,63,CB,56.0,32.0,39.0,39.0,63.0,66.0,Bosnia Herzegovina
D. Mullen,500000,63,ST,80.0,63.0,50.0,61.0,41.0,74.0,Scotland
K. Yuruki,475000,63,LM,84.0,47.0,54.0,64.0,22.0,55.0,Japan
M. Hvilsom,475000,63,ST,67.0,60.0,51.0,57.0,39.0,74.0,Denmark
C. Aasbak,400000,63,LB,66.0,52.0,62.0,58.0,60.0,73.0,Norway
M. Haakenstad,400000,63,RB,82.0,49.0,52.0,59.0,57.0,75.0,Norway
M. Söderqvist,475000,63,ST,84.0,60.0,52.0,67.0,30.0,56.0,Sweden
A. Razak,450000,63,CM,73.0,49.0,63.0,63.0,56.0,65.0,Ivory Coast
C. Forrester,450000,63,CM,66.0,54.0,61.0,63.0,58.0,64.0,Republic of Ireland
S. McCartan,475000,63,CAM,88.0,59.0,59.0,66.0,32.0,62.0,Northern Ireland
G. Wegkamp,475000,63,ST,57.0,61.0,52.0,56.0,35.0,74.0,Germany
S. Wimmer,425000,63,CDM,59.0,52.0,50.0,54.0,63.0,72.0,Austria
F. Møller,400000,63,LB,70.0,47.0,57.0,61.0,59.0,67.0,Denmark
A. Al Fahad,425000,63,CB,67.0,52.0,49.0,49.0,61.0,73.0,Saudi Arabia
S. Galloway,400000,63,LB,74.0,38.0,54.0,62.0,58.0,64.0,Australia
S. Roux,400000,63,RB,74.0,49.0,55.0,61.0,60.0,68.0,New Zealand
C. Pain,475000,63,LM,87.0,64.0,50.0,66.0,40.0,66.0,Australia
C. Țîră,475000,63,ST,64.0,60.0,47.0,61.0,25.0,60.0,Romania
A. Gogić,425000,63,CB,38.0,45.0,47.0,51.0,61.0,77.0,Cyprus
R. Gyasi,475000,63,RM,81.0,60.0,52.0,67.0,33.0,59.0,Ghana
M. Mosquera,400000,63,CB,62.0,27.0,47.0,56.0,61.0,72.0,Colombia
J. Clarke,400000,63,RWB,81.0,55.0,55.0,63.0,57.0,65.0,England
B. Halliday,400000,63,RB,71.0,38.0,56.0,64.0,59.0,68.0,England
I. van Weert,425000,63,CB,57.0,31.0,47.0,43.0,63.0,63.0,Netherlands
A. Gero,475000,63,ST,67.0,57.0,47.0,58.0,27.0,85.0,Nigeria
A. Al Shammari,425000,63,CB,55.0,38.0,48.0,52.0,63.0,67.0,Saudi Arabia
A. Al Dohaim,425000,63,CB,65.0,41.0,45.0,48.0,61.0,70.0,Saudi Arabia
T. Davies,400000,63,CB,60.0,27.0,37.0,38.0,61.0,74.0,England
Agus Medina,400000,63,RWB,67.0,37.0,51.0,61.0,65.0,50.0,Spain
J. Santander,400000,63,LB,77.0,49.0,60.0,62.0,60.0,62.0,Chile
M. Maouche,450000,63,CM,68.0,54.0,64.0,64.0,53.0,68.0,France
G. Luperini,475000,63,RM,73.0,55.0,59.0,65.0,56.0,66.0,Italy
Y. Ito,400000,63,RB,69.0,30.0,57.0,57.0,60.0,61.0,Japan
R. Maeda,450000,63,CM,68.0,44.0,56.0,62.0,55.0,67.0,Japan
C. Suárez,400000,63,CDM,67.0,35.0,51.0,63.0,61.0,66.0,Venezuela
C. Karayel,400000,63,RB,65.0,36.0,52.0,57.0,64.0,61.0,Turkey
M. Ambrose,400000,63,LB,70.0,40.0,51.0,57.0,61.0,65.0,United States
D. Wiebe,425000,63,CDM,55.0,41.0,51.0,58.0,61.0,70.0,Germany
A. Okosun,450000,63,CM,54.0,54.0,58.0,61.0,57.0,81.0,Denmark
D. Barreto,450000,63,CAM,71.0,57.0,63.0,63.0,42.0,63.0,Paraguay
V. Bezecourt,450000,63,CAM,66.0,58.0,64.0,65.0,51.0,61.0,France
J. Buitrago,450000,63,CM,53.0,55.0,58.0,64.0,61.0,56.0,Colombia
H. Ishige,475000,63,LM,65.0,54.0,59.0,67.0,45.0,61.0,Japan
P. Mako,400000,63,LB,72.0,36.0,42.0,59.0,66.0,55.0,South Africa
F. Lapis,400000,63,LB,90.0,45.0,51.0,57.0,57.0,70.0,France
Y. Yakovenko,475000,63,ST,59.0,60.0,45.0,57.0,30.0,73.0,Ukraine
R. Lamie,400000,63,LWB,63.0,29.0,49.0,60.0,63.0,75.0,Scotland
S. Bauer,400000,63,CB,59.0,25.0,31.0,41.0,65.0,63.0,Austria
A. Gabrielli,400000,63,RB,66.0,42.0,52.0,59.0,62.0,63.0,Uruguay
A. Jusino,0,63,CB,54.0,27.0,28.0,32.0,65.0,75.0,Bolivia
A. Pițian,425000,63,CB,57.0,25.0,40.0,43.0,60.0,66.0,Romania
J. Bay,400000,63,LB,75.0,44.0,49.0,60.0,60.0,66.0,Argentina
D. Segbé Azankpo,475000,63,ST,76.0,59.0,44.0,57.0,26.0,72.0,Benin
N. Canavan,375000,63,CB,51.0,16.0,28.0,35.0,64.0,70.0,Republic of Ireland
L. Sætra,375000,63,CB,38.0,37.0,45.0,38.0,60.0,75.0,Norway
S. Maholli,450000,63,ST,62.0,62.0,47.0,62.0,24.0,67.0,Sweden
T. Kainz,400000,63,RB,64.0,55.0,62.0,60.0,60.0,68.0,Austria
T. Schilk,375000,63,CB,73.0,38.0,52.0,54.0,61.0,71.0,Germany
C. Raglan,400000,63,CB,67.0,32.0,40.0,42.0,58.0,77.0,England
A. Caceres,450000,63,CM,70.0,59.0,61.0,63.0,58.0,66.0,Australia
T. Müller,450000,63,ST,80.0,62.0,58.0,67.0,33.0,58.0,Germany
Lee Woo Hyeok,450000,63,CM,71.0,45.0,62.0,62.0,51.0,68.0,Korea Republic
A. Berzel,375000,63,CB,69.0,51.0,52.0,49.0,59.0,76.0,Germany
M. Vitzthum,400000,63,CDM,75.0,51.0,53.0,56.0,62.0,76.0,Germany
A. Kolev,450000,63,ST,72.0,61.0,50.0,61.0,41.0,73.0,Bulgaria
K. Rendón,450000,63,CM,74.0,57.0,64.0,62.0,53.0,68.0,Colombia
M. Schultz,400000,63,CB,50.0,26.0,32.0,39.0,62.0,72.0,Germany
Shin Chang Moo,450000,63,CM,63.0,58.0,61.0,63.0,44.0,61.0,Korea Republic
Lee Ju Yong,400000,63,LB,77.0,59.0,57.0,64.0,57.0,67.0,Korea Republic
D. Altobelli,450000,63,CM,54.0,48.0,61.0,60.0,59.0,70.0,Italy
A. Al Habib,400000,63,CB,61.0,31.0,36.0,50.0,62.0,69.0,Saudi Arabia
D. Franco,375000,63,CB,52.0,27.0,30.0,36.0,62.0,71.0,Argentina
Ji Eon Hak,450000,63,LM,69.0,58.0,57.0,65.0,34.0,57.0,Korea Republic
Park Tae Hong,375000,63,CB,67.0,27.0,38.0,44.0,63.0,68.0,Korea Republic
S. Monaco,400000,63,CB,51.0,39.0,44.0,50.0,63.0,65.0,Italy
S. Takahashi,375000,63,CB,65.0,26.0,29.0,31.0,65.0,67.0,Japan
C. Martinez,450000,63,RM,77.0,57.0,58.0,65.0,46.0,61.0,Panama
C. Maloney,400000,63,RB,67.0,43.0,54.0,62.0,61.0,65.0,United States
L. Hannant,450000,63,LM,67.0,58.0,56.0,63.0,55.0,73.0,England
T. Takagi,400000,63,LB,73.0,43.0,56.0,61.0,60.0,69.0,Japan
E. Katayama,375000,63,CB,61.0,43.0,55.0,58.0,60.0,69.0,Japan
F. Báez,375000,63,CB,56.0,28.0,39.0,43.0,63.0,62.0,Paraguay
M. Dobrescu,400000,63,LB,72.0,33.0,51.0,60.0,59.0,64.0,Romania
H. Vera,375000,63,CB,62.0,41.0,46.0,55.0,62.0,69.0,Paraguay
K. Watson,350000,63,CB,59.0,48.0,56.0,56.0,62.0,67.0,Scotland
C. Morris,350000,63,CB,75.0,30.0,40.0,48.0,60.0,72.0,Northern Ireland
L. Waterfall,350000,63,CB,48.0,37.0,36.0,41.0,62.0,72.0,England
A. White,375000,63,LB,79.0,55.0,58.0,61.0,61.0,59.0,Republic of Ireland
K. Conrad,350000,63,CB,65.0,26.0,50.0,50.0,61.0,67.0,Germany
A. Eastham,350000,63,CB,46.0,23.0,42.0,44.0,60.0,75.0,England
S. Robinson,425000,63,CF,74.0,56.0,61.0,65.0,50.0,68.0,Scotland
W. Evseev,425000,63,CAM,69.0,56.0,61.0,66.0,54.0,57.0,Germany
C. Piergianni,375000,63,CB,47.0,26.0,39.0,45.0,61.0,75.0,England
P. Ulvestad,375000,63,CDM,45.0,54.0,54.0,55.0,61.0,73.0,Norway
S. Hoskins,425000,63,RM,85.0,56.0,51.0,68.0,33.0,61.0,England
B. McNamee,425000,63,CAM,74.0,55.0,60.0,64.0,46.0,56.0,Republic of Ireland
K. Guthrie,450000,63,ST,70.0,63.0,51.0,62.0,41.0,67.0,England
H. Bunn,425000,63,LM,72.0,65.0,60.0,60.0,37.0,53.0,England
J. Mountney,425000,63,RM,73.0,57.0,61.0,61.0,46.0,71.0,Republic of Ireland
L. Gambin,425000,63,LM,71.0,52.0,57.0,67.0,30.0,42.0,Malta
B. Traoré,375000,63,LB,69.0,33.0,52.0,55.0,61.0,70.0,France
K. Coulibaly,425000,63,LW,75.0,57.0,58.0,65.0,40.0,60.0,France
S. Handle,425000,63,LM,82.0,55.0,56.0,68.0,44.0,55.0,Germany
M. Heinloth,375000,63,RB,70.0,37.0,49.0,62.0,59.0,67.0,Germany
J. Ramos,425000,63,RM,72.0,58.0,54.0,64.0,30.0,69.0,Colombia
H. Al Mansour,375000,63,LB,72.0,51.0,59.0,62.0,58.0,67.0,Saudi Arabia
R. Mukiibi,375000,63,RB,52.0,47.0,63.0,62.0,62.0,74.0,Sweden
Gwon Wan Gyu,375000,63,CB,85.0,31.0,55.0,60.0,62.0,65.0,Korea Republic
F. Al Aiyaf,425000,63,CM,69.0,48.0,62.0,66.0,55.0,50.0,Saudi Arabia
J. McNerney,350000,63,CB,46.0,25.0,37.0,34.0,61.0,73.0,England
N. Alho,375000,63,RB,80.0,57.0,62.0,68.0,55.0,65.0,Finland
I. Karsanidis,425000,63,RM,73.0,54.0,59.0,68.0,50.0,65.0,Greece
N. Mileusnić,450000,63,RW,91.0,57.0,51.0,65.0,23.0,60.0,Australia
M. Qvist,375000,63,CB,38.0,48.0,58.0,54.0,59.0,75.0,Denmark
P. Breitkreuz,425000,63,ST,55.0,63.0,40.0,58.0,24.0,65.0,Germany
R. Lemus,425000,63,CM,68.0,51.0,62.0,66.0,50.0,60.0,Colombia
S. Suganuma,350000,63,CB,57.0,30.0,46.0,37.0,62.0,68.0,Japan
L. Schlüter,375000,63,LB,72.0,51.0,57.0,60.0,56.0,70.0,Germany
L. Osaki,375000,63,CB,58.0,37.0,54.0,40.0,60.0,72.0,Japan
M. Guerbert,425000,63,CM,61.0,52.0,60.0,67.0,40.0,46.0,France
P. Schwarz,425000,63,CM,66.0,46.0,65.0,62.0,51.0,66.0,Czech Republic
H. Barišić,350000,63,CB,49.0,23.0,41.0,41.0,62.0,70.0,Croatia
F. Miesenböck,450000,63,LM,68.0,60.0,61.0,63.0,44.0,51.0,Austria
O. Storflor,100000,63,RW,57.0,59.0,68.0,63.0,34.0,55.0,Norway
M. Bloomfield,150000,63,CM,66.0,50.0,59.0,61.0,61.0,67.0,England
T. Kortegaard,130000,63,LB,56.0,55.0,63.0,58.0,63.0,60.0,Denmark
M. Hamoud,140000,63,CB,74.0,52.0,57.0,60.0,59.0,69.0,Norway
L. Buș,325000,63,LM,66.0,54.0,59.0,63.0,41.0,60.0,Romania
P. Quasten,130000,63,LB,60.0,31.0,60.0,63.0,64.0,68.0,Czech Republic
F. Melara,220000,63,RW,68.0,51.0,61.0,63.0,49.0,71.0,Italy
L. Fontaine,170000,63,CB,60.0,29.0,50.0,54.0,61.0,70.0,England
S. Anderson,170000,63,CB,25.0,20.0,42.0,39.0,66.0,64.0,Scotland
J. Tosik,240000,63,CDM,53.0,46.0,56.0,57.0,60.0,71.0,Poland
M. Andersen,220000,63,RM,67.0,58.0,60.0,62.0,45.0,68.0,Norway
D. Charles,270000,63,CB,59.0,44.0,47.0,48.0,61.0,73.0,England
A. Sheehan,240000,63,CB,55.0,50.0,63.0,54.0,61.0,63.0,Republic of Ireland
R. Sutton,170000,63,CB,52.0,33.0,41.0,38.0,61.0,72.0,England
S. Miller,325000,63,ST,78.0,61.0,44.0,66.0,30.0,64.0,England
D. Jones,230000,63,LB,76.0,47.0,62.0,60.0,55.0,74.0,England
I. Djuric,300000,63,CB,65.0,39.0,50.0,49.0,63.0,65.0,Switzerland
N. Maya,130000,63,LB,60.0,57.0,63.0,66.0,61.0,61.0,Mexico
S. Foley,280000,63,CM,69.0,57.0,63.0,63.0,60.0,65.0,Republic of Ireland
K. Lejeune,190000,63,LM,57.0,54.0,68.0,63.0,59.0,64.0,France
M. Spelmann,290000,63,RM,66.0,57.0,59.0,61.0,60.0,77.0,Denmark
A. Randrup,290000,63,RB,65.0,29.0,55.0,55.0,59.0,63.0,Denmark
S. Sinclair,325000,63,CM,73.0,54.0,59.0,62.0,61.0,75.0,England
T. Diagouraga,280000,63,CM,59.0,54.0,60.0,61.0,62.0,72.0,France
J. Wilson,300000,63,CB,64.0,38.0,48.0,53.0,62.0,70.0,Wales
L. Alessandra,350000,63,ST,75.0,59.0,56.0,65.0,30.0,64.0,England
G. Iliev,0,63,CM,52.0,56.0,62.0,62.0,59.0,64.0,Bulgaria
M. Bottani,375000,63,ST,86.0,59.0,50.0,72.0,38.0,50.0,Switzerland
M. Palionis,240000,63,CB,30.0,33.0,45.0,39.0,63.0,68.0,Lithuania
Y. Opazo,130000,63,RB,64.0,55.0,60.0,62.0,61.0,64.0,Chile
R. Taylor,325000,63,ST,53.0,62.0,56.0,60.0,36.0,76.0,England
J. Wright,350000,63,CM,63.0,59.0,62.0,63.0,54.0,71.0,England
M. Jones,325000,63,CM,79.0,62.0,63.0,66.0,50.0,70.0,England
T. Cywka,280000,63,CDM,70.0,59.0,62.0,64.0,62.0,61.0,Poland
L. John-Lewis,350000,63,ST,71.0,56.0,50.0,64.0,29.0,70.0,England
G. Sawyer,170000,63,LB,56.0,37.0,58.0,59.0,62.0,67.0,England
R. Finn,325000,63,CM,65.0,58.0,62.0,63.0,54.0,67.0,Republic of Ireland
J. O'Shea,350000,63,CM,63.0,65.0,65.0,67.0,42.0,64.0,Republic of Ireland
D. Djulbic,70000,63,CB,30.0,40.0,35.0,32.0,60.0,79.0,Australia
Zhou Haibin,180000,63,CDM,44.0,59.0,61.0,60.0,60.0,65.0,China PR
Rong Hao,230000,63,LB,69.0,44.0,59.0,62.0,58.0,67.0,China PR
V. Lia,140000,63,CDM,41.0,53.0,58.0,54.0,59.0,78.0,Australia
Chen Lei,170000,63,RB,60.0,56.0,57.0,62.0,61.0,65.0,China PR
J. Brockie,0,63,ST,50.0,66.0,58.0,52.0,43.0,70.0,New Zealand
P. Amond,325000,63,ST,65.0,64.0,48.0,59.0,36.0,63.0,Republic of Ireland
N. Delfouneso,375000,63,RM,67.0,61.0,57.0,66.0,29.0,57.0,England
S. McGinn,350000,63,CM,41.0,56.0,62.0,65.0,56.0,77.0,Scotland
